personId,classId,testNumber,futureValue
0,0,0,7953.9162949628135
0,0,0,2.7094904073694543
0,0,0,19.884790737407034
0,0,0,6942.509440944049
0,0,0,5637.938568290238
0,0,0,2.7094904073694543
0,0,0,54.18980814738909
0,0,0,30.367844663112074
0,0,0,2.791130466408611
0,0,0,12.199059086934387
0,0,0,70.0
0,0,0,137.0
0,0,0,368882.39579316176
0,0,0,914.8646512152782
0,0,0,30.367844663112074
0,0,0,3467.66666666667
0,0,0,8.669166666666676
0,0,0,73.43740707403612
0,0,0,282.2414803751111
0,0,0,7198994.468467654
0,0,0,125.98827632575569
0,0,0,31319819.102407932
0,0,0,244686.08673756197
0,0,0,1.0481728109917396
0,0,0,7891860047.093704
0,0,0,62639638.204815865
0,0,0,15873.045771534971
0,0,0,363.0
0,0,0,20479.815834657165
0,0,0,0.2009476776788776
0,0,0,181.84540524748527
0,0,0,63.647512626961976
0,0,0,-1.778489560488746
0,0,0,1.6068267502927494
0,0,0,81.0
0,0,1,8962.462979631533
0,0,1,-1.1167595926305418
0,0,1,22.406157449078833
0,0,1,7808.65834083419
0,0,1,6147.235828249677
0,0,1,-1.1167595926305418
0,0,1,22.335191852610837
0,0,1,31.0573559217272
0,0,1,2.9519911550230096
0,0,1,9.844449489033558
0,0,1,78.0
0,0,1,145.0
0,0,1,385823.74273953744
0,0,1,963.3122048611112
0,0,1,31.0573559217272
0,0,1,3302.166666666666
0,0,1,8.255416666666665
0,0,1,67.60407374070274
0,0,1,241.44603231669274
0,0,1,8495420.452626908
0,0,1,112.4483650072134
0,0,1,32849136.00409124
0,0,1,256633.87503196282
0,0,1,1.2970271115887937
0,0,1,7387663271.119294
0,0,1,65698272.00818248
0,0,1,12644.634792795494
0,0,1,369.0
0,0,1,22854.62249590673
0,0,1,0.14636764489544327
0,0,1,160.73545220177877
0,0,1,63.902479568506145
0,0,1,-1.8864268954778358
0,0,1,1.4660792761602275
0,0,1,65.0
0,0,2,7251.702943627433
0,0,2,1.1074070740361175
0,0,2,18.129257359068585
0,0,2,6173.964986498459
0,0,2,4523.638981664992
0,0,2,1.1074070740361175
0,0,2,22.148141480722348
0,0,2,27.709341192394216
0,0,2,2.715896689861692
0,0,2,13.03626883764918
0,0,2,62.0
0,0,2,159.0
0,0,2,307123.035726606
0,0,2,766.5812388888891
0,0,2,27.709341192394216
0,0,2,3751.3333333333326
0,0,2,9.378333333333332
0,0,2,55.27074040736943
0,0,2,279.4733120765749
0,0,2,5008750.480339191
0,0,2,118.04761830951067
0,0,2,29268522.57350292
0,0,2,228660.33260549157
0,0,2,1.187137477646169
0,0,2,6910158762.480339
0,0,2,58537045.14700584
0,0,2,13935.240188547918
0,0,2,324.0
0,0,2,16549.025294221134
0,0,2,0.2713638620175282
0,0,2,189.11535976673434
0,0,2,63.93749479838517
0,0,2,-1.635072475135931
0,0,2,1.367603702530403
0,0,2,88.0
0,0,3,7423.200713404306
0,0,3,2.6674070740361198
0,0,3,18.558001783510765
0,0,3,6200.192759275667
0,0,3,4223.489461879667
0,0,3,2.6674070740361198
0,0,3,53.34814148072239
0,0,3,26.98561488086974
0,0,3,2.7343710065165654
0,0,3,11.132599313468587
0,0,3,68.0
0,0,3,161.0
0,0,3,291289.36419944733
0,0,3,721.10835
0,0,3,26.98561488086974
0,0,3,3513.8333333333335
0,0,3,8.784583333333334
0,0,3,54.6040737407028
0,0,3,232.79548025079708
0,0,3,4825448.958222439
0,0,3,116.29563600094053
0,0,3,24308870.034666773
0,0,3,189913.04714583416
0,0,3,1.2203759420395461
0,0,3,5654031002.291555
0,0,3,48617740.069333546
0,0,3,13524.674952863255
0,0,3,375.0
0,0,3,16016.78700457339
0,0,3,0.21891415530028904
0,0,3,160.07848024589856
0,0,3,63.59098126564274
0,0,3,-1.7173378595682927
0,0,3,1.580379076676081
0,0,3,84.0
0,0,4,7599.75260192699
0,0,4,-1.4959262592972165
0,0,4,18.999381504817475
0,0,4,6670.929452945415
0,0,4,5470.622016268623
0,0,4,-1.4959262592972165
0,0,4,29.918525185944326
0,0,4,27.25726999527789
0,0,4,2.775792433260386
0,0,4,9.70475456714785
0,0,4,62.0
0,0,4,165.0
0,0,4,297183.5070381906
0,0,4,740.7209722222219
0,0,4,27.25726999527789
0,0,4,3371.3333333333344
0,0,4,8.428333333333336
0,0,4,61.27074040736949
0,0,4,209.5161592514501
0,0,4,9278260.923438746
0,0,4,105.8020516740119
0,0,4,25597466.239497148
0,0,4,199980.20499607146
0,0,4,1.442675381047093
0,0,4,5416528891.590105
0,0,4,51194932.478994295
0,0,4,11194.074138430286
0,0,4,382.0
0,0,4,16494.848204837454
0,0,4,0.16610436502217485
0,0,4,137.74136517762318
0,0,4,63.77703172975137
0,0,4,-1.5660579905153504
0,0,4,1.092000304564958
0,0,4,82.0
0,0,5,7104.6636930358245
0,0,5,2.1424070740361207
0,0,5,17.76165923258956
0,0,5,6228.466845017734
0,0,5,5053.974989699135
0,0,5,2.1424070740361207
0,0,5,42.84814148072242
0,0,5,26.30066211172877
0,0,5,2.8105139787847313
0,0,5,12.608369009883486
0,0,5,60.0
0,0,5,154.0
0,0,5,276689.9310061301
0,0,5,687.134919444444
0,0,5,26.30066211172877
0,0,5,3733.5
0,0,5,9.33375
0,0,5,63.437407074036116
0,0,5,263.9020443050831
0,0,5,3993738.5470540514
0,0,5,123.3189083534597
0,0,5,24096505.013986077
0,0,5,188253.94542176623
0,0,5,1.0928807152802904
0,0,5,5943109386.9168625
0,0,5,48193010.027972154
0,0,5,15207.553157488994
0,0,5,321.0
0,0,5,15913.783709553642
0,0,5,0.2753899306269703
0,0,5,171.01347757081362
0,0,5,63.72357341783791
0,0,5,-1.8453131133476408
0,0,5,1.776792100257902
0,0,5,96.0
0,0,6,6184.205917258274
0,0,6,1.056990407369455
0,0,6,15.460514793145686
0,0,6,5353.94573290651
0,0,6,4313.302271827255
0,0,6,1.056990407369455
0,0,6,21.139808147389097
0,0,6,23.035246500210008
0,0,6,2.5715596625805586
0,0,6,11.063948569585444
0,0,6,48.0
0,0,6,152.0
0,0,6,212249.03253017497
0,0,6,529.5053526041664
0,0,6,23.035246500210008
0,0,6,3507.166666666668
0,0,6,8.76791666666667
0,0,6,57.437407074036116
0,0,6,213.41136010631246
0,0,6,2835094.9739883747
0,0,6,120.93206810029177
0,0,6,17932397.54489253
0,0,6,140096.8558194729
0,0,6,1.1345363581666568
0,0,6,4337203842.200897
0,0,6,35864795.08978506
0,0,6,14624.565095013606
0,0,6,380.0
0,0,6,12110.856307362103
0,0,6,0.2673158937607566
0,0,6,139.22702404390915
0,0,6,63.881830062574295
0,0,6,-1.690833370127513
0,0,6,1.319321662483498
0,0,6,104.0
0,0,7,5585.163693035828
0,0,7,0.18282374070279034
0,0,7,13.96290923258957
0,0,7,4709.196476314223
0,0,7,3538.4871678837303
0,0,7,0.18282374070279034
0,0,7,3.6564748140558065
0,0,7,20.515175633930067
0,0,7,2.423069862289105
0,0,7,10.50223086987816
0,0,7,36.0
0,0,7,163.0
0,0,7,168348.97251639917
0,0,7,420.8390067708335
0,0,7,20.515175633930067
0,0,7,3391.333333333332
0,0,7,8.47833333333333
0,0,7,45.27074040736943
0,0,7,198.30440459640545
0,0,7,3614525.1488958043
0,0,7,113.98714079533396
0,0,7,15408764.338336775
0,0,7,120380.97139325606
0,0,7,1.2656492256206484
0,0,7,3512801980.2322297
0,0,7,30817528.67667355
0,0,7,12993.068266695287
0,0,7,354.0
0,0,7,9307.511369431528
0,0,7,0.2916224253005585
0,0,7,126.03672401904943
0,0,7,64.07873588379486
0,0,7,-1.765825550324182
0,0,7,1.5743384055799303
0,0,7,95.0
0,0,8,6288.868123478677
0,0,8,1.426990407369457
0,0,8,15.722170308696693
0,0,8,5308.880909757414
0,0,8,3863.0511790846967
0,0,8,1.426990407369457
0,0,8,28.53980814738914
0,0,8,22.148968782220543
0,0,8,2.628575735398488
0,0,8,10.229573788490901
0,0,8,49.0
0,0,8,179.0
0,0,8,196230.72724631208
0,0,8,488.5405164930557
0,0,8,22.148968782220543
0,0,8,3513.500000000002
0,0,8,8.783750000000005
0,0,8,49.6040737407028
0,0,8,193.9520867165891
0,0,8,3811078.8375916113
0,0,8,119.22043450279827
0,0,8,17806459.684760015
0,0,8,139112.96628718762
0,0,8,1.1654422393300388
0,0,8,4245787721.147299
0,0,8,35612919.36952003
0,0,8,14213.512003036012
0,0,8,385.0
0,0,8,11072.008093848961
0,0,8,0.23873924505875532
0,0,8,129.05358132498392
0,0,8,63.770717033801475
0,0,8,-1.6697661075445347
0,0,8,1.399013485747314
0,0,8,95.0
0,0,9,7521.333333333334
0,0,9,1.9474070740361213
0,0,9,18.803333333333335
0,0,9,6668.759812647901
0,0,9,5637.348034536849
0,0,9,1.9474070740361213
0,0,9,38.94814148072243
0,0,9,27.08193462810393
0,0,9,2.8402327299440007
0,0,9,11.314200765343855
0,0,9,71.0
0,0,9,178.0
0,0,9,293372.4732803579
0,0,9,729.6387888888883
0,0,9,27.08193462810393
0,0,9,3743.0000000000014
0,0,9,9.357500000000003
0,0,9,61.604073740702745
0,0,9,228.36723282438217
0,0,9,6144422.351935628
0,0,9,124.95001115204268
0,0,9,24771443.11750283
0,0,9,193526.89935549087
0,0,9,1.065269148386536
0,0,9,6190384187.568339
0,0,9,49542886.23500566
0,0,9,15612.50528689559
0,0,9,366.0
0,0,9,15991.04488327371
0,0,9,0.22171211559171275
0,0,9,144.55641013807187
0,0,9,63.69330958737559
0,0,9,-1.737354266664838
0,0,9,1.4630860028524295
0,0,9,100.0
0,0,10,7350.667410074384
0,0,10,-1.7330095926305478
0,0,10,18.37666852518596
0,0,10,6383.032411574545
0,0,10,5164.65972513948
0,0,10,-1.7330095926305478
0,0,10,34.66019185261096
0,0,10,26.020607001782366
0,0,10,2.7258026161336195
0,0,10,11.013753711425041
0,0,10,60.0
0,0,10,172.0
0,0,10,270828.7954964822
0,0,10,674.068666493056
0,0,10,26.020607001782366
0,0,10,3641.500000000001
0,0,10,9.103750000000003
0,0,10,54.27074040736943
0,0,10,209.9948105081928
0,0,10,9833599.891981928
0,0,10,101.88687780398318
0,0,10,23212022.15432431
0,0,10,181343.9230806587
0,0,10,1.537469145970889
0,0,10,4730000929.641983
0,0,10,46424044.30864862
0,0,10,10380.9358686438
0,0,10,349.0
0,0,10,15258.02520419123
0,0,10,0.2164802131312729
0,0,10,139.68177945050755
0,0,10,63.727448769535684
0,0,10,-1.7179000278032384
0,0,10,1.2382223263631127
0,0,10,83.0
0,0,11,7112.994052738312
0,0,11,2.9157404073694613
0,0,11,17.78248513184578
0,0,11,6169.839057238822
0,0,11,4819.984391905848
0,0,11,2.9157404073694613
0,0,11,58.31480814738923
0,0,11,24.92801503910476
0,0,11,2.7234992835496374
0,0,11,11.474894805826754
0,0,11,74.0
0,0,11,186.0
0,0,11,248562.3735159332
0,0,11,612.9043916666669
0,0,11,24.92801503910476
0,0,11,3741.0000000000014
0,0,11,9.352500000000004
0,0,11,55.437407074036116
0,0,11,215.5556516277766
0,0,11,5406196.248450094
0,0,11,126.52787300585216
0,0,11,22247998.941618167
0,0,11,173812.49173139193
0,0,11,1.0393708268409334
0,0,11,5629983969.438793
0,0,11,44495997.883236334
0,0,11,16009.302647385051
0,0,11,382.0
0,0,11,13824.531078542723
0,0,11,0.2523470629988642
0,0,11,144.1451919640774
0,0,11,63.47668824159668
0,0,11,-1.6098465822338561
0,0,11,1.1680789504535096
0,0,11,97.0
0,0,12,7142.126672667345
0,0,12,-0.1825929259638815
0,0,12,17.855316681668363
0,0,12,6140.282783278401
0,0,12,4751.214848585219
0,0,12,-0.1825929259638815
0,0,12,3.65185851927763
0,0,12,25.010929192365104
0,0,12,2.638975000800955
0,0,12,10.749197738386636
0,0,12,61.0
0,0,12,161.0
0,0,12,250218.63162620037
0,0,12,625.5132388888888
0,0,12,25.010929192365104
0,0,12,3454.999999999999
0,0,12,8.637499999999998
0,0,12,62.27074040736949
0,0,12,200.72445009928623
0,0,12,6548602.752907204
0,0,12,109.1906344651072
0,0,12,21157193.32089806
0,0,12,165290.5728195161
0,0,12,1.3661523734881529
0,0,12,4620334724.419575
0,0,12,42314386.64179612
0,0,12,11922.594654892655
0,0,12,334.0
0,0,12,14168.007318326028
0,0,12,0.1962127090063502
0,0,12,126.53312020398455
0,0,12,64.0789768269106
0,0,12,-1.5679283712298837
0,0,12,1.418426239461925
0,0,12,89.0
0,0,13,6675.283675033773
0,0,13,1.0549070740361237
0,0,13,16.688209187584434
0,0,13,5761.797204720223
