personId,classId,testNumber,futureValue
0,0,13,4678.668300663455
0,0,13,1.0549070740361237
0,0,13,21.09814148072247
0,0,13,24.658024846923936
0,0,13,2.5709884124895486
0,0,13,11.247101176697218
0,0,13,46.0
0,0,13,176.0
0,0,13,243207.2757406073
0,0,13,606.9053604166667
0,0,13,24.658024846923936
0,0,13,3653.499999999996
0,0,13,9.13374999999999
0,0,13,51.437407074036116
0,0,13,227.1579854576639
0,0,13,5151282.314851578
0,0,13,121.70360519511313
0,0,13,24968926.35859192
0,0,13,195069.7371764994
0,0,13,1.1208976499652836
0,0,13,6077616711.38385
0,0,13,49937852.71718384
0,0,13,14811.767517487968
0,0,13,382.0
0,0,13,13320.339439403178
0,0,13,0.24446973452916854
0,0,13,149.61512819213306
0,0,13,63.89917732496839
0,0,13,-1.5507521875784906
0,0,13,1.3137393165454732
0,0,13,85.0
0,0,14,7148.831846517909
0,0,14,0.746990407369451
0,0,14,17.872079616294773
0,0,14,6125.843145981232
0,0,14,4622.694172017434
0,0,14,0.746990407369451
0,0,14,14.93980814738902
0,0,14,24.726324254966766
0,0,14,2.815608339400718
0,0,14,11.605199695967825
0,0,14,65.0
0,0,14,199.0
0,0,14,244556.4444647031
0,0,14,610.8331164930559
0,0,14,24.726324254966766
0,0,14,3757.8333333333308
0,0,14,9.394583333333328
0,0,14,59.104073740702745
0,0,14,223.60520867815112
0,0,14,4589694.039812688
0,0,14,114.10013975742685
0,0,14,19714306.96435081
0,0,14,154018.0231589907
0,0,14,1.2634668701563105
0,0,14,4498810359.706481
0,0,14,39428613.92870162
0,0,14,13018.841892664339
0,0,14,389.0
0,0,14,13571.105442623126
0,0,14,0.2516358871291757
0,0,14,149.16815454032061
0,0,14,63.964684401143366
0,0,14,-1.6258652461750582
0,0,14,1.3149067001516945
0,0,14,97.0
0,0,15,6841.916294962816
0,0,15,-1.3463429259638822
0,0,15,17.10479073740704
0,0,15,5900.677594426131
0,0,15,4761.338332033494
0,0,15,-1.3463429259638822
0,0,15,26.92685851927764
0,0,15,23.897430712447672
0,0,15,2.810972949228793
0,0,15,11.438729908094322
0,0,15,55.0
0,0,15,166.0
0,0,15,228434.87786249493
0,0,15,569.2745553819447
0,0,15,23.897430712447672
0,0,15,3697.833333333335
0,0,15,9.244583333333336
0,0,15,52.937407074036116
0,0,15,223.56437209907457
0,0,15,6737608.941881748
0,0,15,108.15053427569937
0,0,15,20681919.52649643
0,0,15,161577.49630075335
0,0,15,1.3891577262216899
0,0,15,4473521293.275216
0,0,15,41363839.05299286
0,0,15,11696.538064119224
0,0,15,346.0
0,0,15,12882.10793295613
0,0,15,0.25344307462256144
0,0,15,147.24037710604316
0,0,15,63.83206902633095
0,0,15,-1.6175823251026868
0,0,15,1.38278372555971
0,0,15,96.0
0,0,16,6035.706660665983
0,0,16,0.7978237407027889
0,0,16,15.089266651664957
0,0,16,5277.008325832476
0,0,16,4459.800738907196
0,0,16,0.7978237407027889
0,0,16,15.95647481405578
0,0,16,21.016865523586215
0,0,16,2.6832660766334673
0,0,16,10.885712970089191
0,0,16,48.0
0,0,16,171.0
0,0,16,176683.4545746027
0,0,16,441.0721137152774
0,0,16,21.016865523586215
0,0,16,3560.9999999999973
0,0,16,8.902499999999993
0,0,16,46.6040737407028
0,0,16,199.0640489845045
0,0,16,4311203.357454903
0,0,16,126.5089659915917
0,0,16,18093450.18548026
0,0,16,141355.07957406453
0,0,16,1.0396873149644204
0,0,16,4577967348.370961
0,0,16,36186900.37096052
0,0,16,16004.518476261705
0,0,16,353.0
0,0,16,9706.118785931134
0,0,16,0.3054463408437886
0,0,16,128.33163238247676
0,0,16,63.92591479773795
0,0,16,-1.607677231266644
0,0,16,1.3779412274683223
0,0,16,107.0
0,0,17,5984.871097109513
0,0,17,0.6894904073694521
0,0,17,14.962177742773784
0,0,17,5011.612771277026
0,0,17,3682.527908291099
0,0,17,0.6894904073694521
0,0,17,13.78980814738904
0,0,17,21.059689731106335
0,0,17,2.614306337447096
0,0,17,11.054493385246365
0,0,17,39.0
0,0,17,178.0
0,0,17,177404.21262818621
0,0,17,443.0351345486113
0,0,17,21.059689731106335
0,0,17,3619.1666666666665
0,0,17,9.047916666666666
0,0,17,49.27074040736943
0,0,17,191.5591124556021
0,0,17,4218329.079151416
0,0,17,110.35040963035246
0,0,17,14476085.30346459
0,0,17,113094.4164333171
0,0,17,1.3408234979315936
0,0,17,3194883886.162485
0,0,17,28952170.60692918
0,0,17,12177.212905586584
0,0,17,381.0
0,0,17,9973.35512592187
0,0,17,0.3101278306610367
0,0,17,133.0633567862512
0,0,17,63.959106689432545
0,0,17,-1.5493297507490893
0,0,17,1.041875660794345
0,0,17,93.0
0,0,18,6075.123699036505
0,0,18,0.12324040736945889
0,0,18,15.187809247591263
0,0,18,5266.780181351407
0,0,18,4239.878684301901
0,0,18,0.12324040736945889
0,0,18,2.464808147389178
0,0,18,21.933965638130175
0,0,18,2.4902729541510173
0,0,18,10.45950672738578
0,0,18,52.0
0,0,18,158.0
0,0,18,192439.53944587012
0,0,18,481.0836604166672
0,0,18,21.933965638130175
0,0,18,3404.666666666668
0,0,18,8.51166666666667
0,0,18,50.1040737407028
0,0,18,199.30332137077855
0,0,18,3344108.7828173577
0,0,18,116.16071828866177
0,0,18,16669387.5025198
0,0,18,130229.58986343593
0,0,18,1.2229769358695106
0,0,18,3872656051.4494834
0,0,18,33338775.0050396
0,0,18,13493.31247333784
0,0,18,358.0
0,0,18,10464.192659345897
0,0,18,0.25077460161392146
0,0,18,125.97992511760496
0,0,18,64.0938792192571
0,0,18,-1.5693710841112372
0,0,18,1.3508301819245796
0,0,18,104.0
0,0,19,5625.039250591605
0,0,19,0.4682404073694544
0,0,19,14.062598126479013
0,0,19,4877.258697536331
0,0,19,4021.1363797380004
0,0,19,0.4682404073694544
0,0,19,9.364808147389088
0,0,19,19.69364938660245
0,0,19,2.45732220831541
0,0,19,9.950637006290922
0,0,19,42.0
0,0,19,171.0
0,0,19,155135.9304649708
0,0,19,387.62057708333344
0,0,19,19.69364938660245
0,0,19,3401.0000000000023
0,0,19,8.502500000000007
0,0,19,48.27074040736943
0,0,19,171.75201473391726
0,0,19,3632386.2320875884
0,0,19,123.31100008659506
0,0,19,14424835.826302461
0,0,19,112694.02989298798
0,0,19,1.0929895142929333
0,0,19,3557481863.6526046
0,0,19,28849671.652604923
0,0,19,15205.602742356246
0,0,19,341.0
0,0,19,8430.340388983122
0,0,19,0.27554728046105365
0,0,19,111.48334013852279
0,0,19,63.99057861975612
0,0,19,-1.3988489468053273
0,0,19,1.043568287170419
0,0,19,108.0
0,0,20,5818.622212221086
0,0,20,1.1111570740361236
0,0,20,14.546555530552714
0,0,20,5056.674620795296
0,0,20,4219.906277161092
0,0,20,1.1111570740361236
0,0,20,22.22314148072247
0,0,20,20.91788762392961
0,0,20,2.529013709767677
0,0,20,10.277949376516863
0,0,20,46.0
0,0,20,189.0
0,0,20,175023.20905893898
0,0,20,436.3233526041668
0,0,20,20.91788762392961
0,0,20,3554.8333333333344
0,0,20,8.887083333333337
0,0,20,50.27074040736943
0,0,20,176.00125249546718
0,0,20,3892005.368497527
0,0,20,123.55123506935185
0,0,20,16267820.884915033
0,0,20,127092.3506633987
0,0,20,1.0889024744759166
0,0,20,4019818724.436497
0,0,20,32535641.769830067
0,0,20,15264.907687162238
0,0,20,393.0
0,0,20,9435.795564758175
0,0,20,0.26847008104263137
0,0,20,116.20342036839415
0,0,20,63.818656314212234
0,0,20,-1.6275218839811647
0,0,20,1.2101498300584435
0,0,20,106.0
0,0,21,5927.665179851246
0,0,21,1.1599070740361186
0,0,21,14.819162949628115
0,0,21,5095.717960129301
0,0,21,4073.49515324883
0,0,21,1.1599070740361186
0,0,21,23.19814148072237
0,0,21,22.28062911423183
0,0,21,2.651219059778363
0,0,21,11.506747986907364
0,0,21,45.0
0,0,21,171.0
0,0,21,198570.57349038197
0,0,21,495.0810493055549
0,0,21,22.28062911423183
0,0,21,3691.16666666667
0,0,21,9.227916666666676
0,0,21,55.437407074036116
0,0,21,234.078348592043
0,0,21,3131170.318245407
0,0,21,122.52460852365127
0,0,21,18977823.186194293
0,0,21,148264.24364214292
0,0,21,1.1065660779957944
0,0,21,4650500713.039056
0,0,21,37955646.37238859
0,0,21,15012.279693873998
0,0,21,387.0
0,0,21,10242.953117147636
0,0,21,0.30898664620996485
0,0,21,152.8434064303484
0,0,21,63.88192589567677
0,0,21,-1.630698245941136
0,0,21,1.302106973383771
0,0,21,109.0
0,0,22,6932.500000000001
0,0,22,-1.2205095926305467
0,0,22,17.331250000000004
0,0,22,6065.760184351754
0,0,22,5066.732002767083
0,0,22,-1.2205095926305467
0,0,22,24.410191852610932
0,0,22,23.95932427847207
0,0,22,2.7435053061417625
0,0,22,9.902782098419486
0,0,22,57.0
0,0,22,158.0
0,0,22,229619.6879523925
0,0,22,572.5595762152773
0,0,22,23.95932427847207
0,0,22,3330.166666666663
0,0,22,8.325416666666657
0,0,22,53.6040737407028
0,0,22,186.50548924945716
0,0,22,5513635.5285646375
0,0,22,113.75306047259461
0,0,22,21430442.196078554
0,0,22,167425.3296568637
0,0,22,1.27037951417055
0,0,22,4875556774.169934
0,0,22,42860884.39215711
0,0,22,12939.758766881767
0,0,22,319.0
0,0,22,12350.520315249703
0,0,22,0.20123420168018655
0,0,22,127.67232160857742
0,0,22,63.81873544240301
0,0,22,-1.3971726556362285
0,0,22,1.0507083551299063
0,0,22,96.0
0,0,23,5988.665179851247
0,0,23,1.3240737407027887
0,0,23,14.971662949628117
0,0,23,4972.843889388939
0,0,23,3450.743547621728
0,0,23,1.3240737407027887
0,0,23,26.481474814055776
0,0,23,20.367533918898594
0,0,23,2.696828042688992
0,0,23,10.10126256614698
0,0,23,49.0
0,0,23,167.0
0,0,23,165934.5751749939
0,0,23,413.08326666666653
0,0,23,20.367533918898594
0,0,23,3455.999999999999
0,0,23,8.639999999999999
0,0,23,44.437407074036116
0,0,23,162.47497139680962
0,0,23,3485777.828866499
0,0,23,110.58326800270558
0,0,23,12113429.303322142
0,0,23,94636.16643220423
0,0,23,1.335826303870763
0,0,23,2679085198.162199
0,0,23,24226858.606644284
0,0,23,12228.659162158208
0,0,23,339.0
0,0,23,9567.772131438374
0,0,23,0.2603873822210642
0,0,23,114.42551047289166
0,0,23,63.75423227960632
0,0,23,-1.3541236321927699
0,0,23,0.9156068655365677
0,0,23,104.0
0,0,24,6462.373327332649
0,0,24,1.0894904073694556
0,0,24,16.155933318331623
0,0,24,5591.925735906857
0,0,24,4483.708904323872
0,0,24,1.0894904073694556
0,0,24,21.78980814738911
0,0,24,22.49782487033715
0,0,24,2.751180878414576
0,0,24,12.129622827210312
0,0,24,56.0
0,0,24,191.0
0,0,24,202460.84955854437
0,0,24,504.9651345486109
0,0,24,22.49782487033715
0,0,24,3837.1666666666683
0,0,24,9.592916666666671
0,0,24,51.27074040736943
0,0,24,194.55268302753066
0,0,24,3343995.6486004284
0,0,24,121.47417377069091
0,0,24,17847483.35157091
0,0,24,139433.46368414775
0,0,24,1.1249003251342709
0,0,24,4336016588.036476
0,0,24,35694966.70314182
0,0,24,14755.974893272012
0,0,24,385.0
0,0,24,11058.561833683672
0,0,24,0.2926503108414673
0,0,24,127.09122494642631
0,0,24,63.85038756626043
0,0,24,-1.4184029905921645
0,0,24,1.205644084702147
0,0,24,107.0
0,0,25,5985.955545554416
0,0,25,-0.06717625929721137
0,0,25,14.96488886388604
0,0,25,5142.841659165804
0,0,25,4141.634836517074
0,0,25,-0.06717625929721137
0,0,25,1.3435251859442277
0,0,25,21.625322219271396
0,0,25,2.625138767409224
0,0,25,10.412278942230467
0,0,25,33.0
0,0,25,190.0
0,0,25,187061.82443492525
0,0,25,467.6500484375001
0,0,25,21.625322219271396
0,0,25,3590.833333333334
0,0,25,8.977083333333335
0,0,25,54.6040737407028
0,0,25,200.99099746857777
0,0,25,3528350.361653479
0,0,25,121.05491666919421
0,0,25,18844906.607852213
0,0,25,147225.83287384541
0,0,25,1.132317228679547
0,0,25,4562537198.104594
0,0,25,37689813.215704426
0,0,25,14654.292849785556
0,0,25,387.0
0,0,25,10640.101716368788
0,0,25,0.26616147816915453
0,0,25,129.10110207596657
0,0,25,64.10856120519934
0,0,25,-1.5556154295275988
0,0,25,0.9742991762533268
0,0,25,110.0
0,0,26,6700.411091108834
0,0,26,2.5103237407027854
0,0,26,16.751027727772083
0,0,26,5617.465358202312
0,0,26,3971.1590857420674
0,0,26,2.5103237407027854
0,0,26,50.20647481405571
0,0,26,22.372663257212718
0,0,26,2.7489217778504225
0,0,26,10.966678220367548
0,0,26,62.0
0,0,26,183.0
0,0,26,200214.42448825442
0,0,26,494.2343359375009
0,0,26,22.372663257212718
0,0,26,3626.333333333336
0,0,26,9.065833333333341
0,0,26,45.27074040736943
0,0,26,189.74183377244182
0,0,26,4152915.8076478518
0,0,26,119.4302736849617
0,0,26,16530681.845073743
0,0,26,129145.95191463862
0,0,26,1.161603946630238
0,0,26,3948527713.9123697
0,0,26,33061363.690147486
0,0,26,14263.590272464857
0,0,26,385.0
0,0,26,11218.863379894749
0,0,26,0.249090740686618
0,0,26,128.2439820894408
0,0,26,63.49763183952954
0,0,26,-1.4858348753463813
0,0,26,1.2898645770292314
0,0,26,90.0
0,0,27,8405.924472447638
0,0,27,-4.1634262592972044
0,0,27,21.014811181119093
0,0,27,7549.432054872406
0,0,27,6644.676686168889
0,0,27,-4.1634262592972044
0,0,27,83.26852518594409
0,0,27,30.999788185117676
0,0,27,2.8228719848655293
0,0,27,9.921752485089666
0,0,27,56.0
0,0,27,162.0
0,0,27,384394.7470088646
0,0,27,943.6527493055554
0,0,27,30.999788185117676
0,0,27,3434.1666666666665
0,0,27,8.585416666666667
0,0,27,72.27074040736949
0,0,27,220.5090035660382
0,0,27,12282855.190368742
0,0,27,106.5696227731736
0,0,27,35046344.706295475
0,0,27,273799.5680179334
0,0,27,1.424939948130043
0,0,27,7469751469.857037
0,0,27,70092689.41259095
0,0,27,11357.084498016522
0,0,27,378.0
0,0,27,21271.22396280244
0,0,27,0.14007529974900787
0,0,27,142.5528490657168
0,0,27,63.188817429889866
0,0,27,-1.6597137585659594
0,0,27,1.3221011014219672
0,0,27,87.0
0,0,28,6272.327386071643
0,0,28,2.2632404073694548
0,0,28,15.680818465179106
0,0,28,5435.484983498112
0,0,28,4352.716999699965
0,0,28,2.2632404073694548
0,0,28,45.2648081473891
0,0,28,23.016916624334147
0,0,28,2.550399258560425
0,0,28,11.758514811203934
0,0,28,53.0
0,0,28,158.0
0,0,28,211911.38035661983
0,0,28,524.65619375
0,0,28,23.016916624334147
0,0,28,3639.8333333333335
0,0,28,9.099583333333333
0,0,28,70.43740707403612
0,0,28,223.7147548449576
0,0,28,3317789.6790370923
0,0,28,126.49780645235259
0,0,28,19561507.91491545
0,0,28,152824.28058527695
0,0,28,1.0398623923678867
0,0,28,4948975684.274276
0,0,28,39123015.8298309
0,0,28,16001.695037256857
0,0,28,386.0
0,0,28,11195.06325635342
0,0,28,0.2874692302724252
0,0,28,148.4800542235945
0,0,28,63.6365229328071
0,0,28,-1.4717249524658127
0,0,28,1.422292200035588
0,0,28,100.0
