Субъект,Дата,Метка,Сигнал
subject 0,2022-05-29,3.0,[-15191. -14824. -15042. ... -19932. -20051. -19318.]
subject 0,2022-05-29,3.0,[-19024. -19082. -19287. ... -19743. -20109. -20004.]
subject 0,2022-05-29,3.0,[-18644. -18898. -18723. ... -18658. -19007. -18942.]
subject 0,2022-05-29,3.0,[-20027. -20124. -20211. ... -27940. -27528. -27161.]
subject 0,2022-05-29,3.0,[-29841. -29998. -30214. ... -19326. -19202. -19364.]
subject 0,2022-05-29,3.0,[-19266. -19204. -19012. ... -35661. -35405. -35040.]
subject 0,2022-05-29,3.0,[-35242. -35057. -34752. ... -17022. -17248. -17392.]
subject 0,2022-05-29,3.0,[-17710. -17536. -17492. ... -21964. -21789. -21996.]
subject 0,2022-05-29,3.0,[-22554. -22714. -23012. ... -54735. -54349. -54301.]
subject 0,2022-05-29,3.0,[-54441. -54337. -54761. ... -19069. -18970. -18987.]
subject 0,2022-05-29,3.0,[-13774. -13710. -13586. ... -17028. -16932. -16490.]
subject 0,2022-05-29,3.0,[-16672. -22858. -18649. ... -19692. -19608. -19269.]
subject 0,2022-05-29,3.0,[-18826. -18450. -18036. ... -18781. -18644. -18692.]
subject 0,2022-05-29,3.0,[-18664. -18658. -18450. ... -16379. -16313. -16027.]
subject 0,2022-05-29,3.0,[-16373. -16098. -16066. ... -16322. -16305. -16356.]
subject 0,2022-05-29,3.0,[-17231. -16899. -16792. ... -20868. -20462. -20339.]
subject 0,2022-05-29,3.0,[-16680. -16693. -17243. ... -16312. -15997. -15311.]
subject 0,2022-05-29,3.0,[-14034. -13941. -14470. ... -17807. -18021. -17978.]
subject 0,2022-05-29,3.0,[-16574. -16787. -17361. ... -16316. -15981. -16329.]
subject 0,2022-05-29,3.0,[-17679. -18251. -18514. ... -17682. -17829. -17929.]
subject 0,2022-05-29,3.0,[-21024. -20617. -20054. ... -13391. -13041. -13119.]
subject 0,2022-05-29,3.0,[-18113. -18939. -19342. ... -14271. -14276. -14243.]
subject 0,2022-05-29,3.0,[-14463. -14644. -14801. ... -14421. -14267. -14474.]
subject 0,2022-05-29,3.0,[-16378. -16132. -16164. ... -16782. -15829. -15051.]
subject 0,2022-05-29,3.0,[-15264. -15093. -15178. ... -19354. -19042. -18237.]
subject 0,2022-05-29,3.0,[-19827. -19635. -19067. ... -16522. -16881. -17107.]
subject 0,2022-05-29,3.0,[-14821. -14812. -15211. ... -16212. -15443. -14554.]
subject 0,2022-05-29,3.0,[-15013. -14434. -13927. ... -20110. -19754. -19402.]
subject 0,2022-05-29,3.0,[-18212. -17904. -17732. ...  -4412.  -3952.  -3339.]
subject 0,2022-05-29,3.0,[2842. 2675. 2938. ... 2883. 2627. 2501.]
subject 0,2022-05-29,3.0,[ -5180.  -5066.  -5551. ... -14139. -14329. -15448.]
subject 0,2022-05-29,3.0,[-14761. -14439. -14322. ... -16024. -16025. -15749.]
subject 0,2022-05-29,3.0,[-14476. -14923. -14817. ... -15372. -14479. -13644.]
subject 0,2022-05-29,3.0,[-14624. -14954. -15090. ... -16249. -16166. -16497.]
subject 0,2022-05-29,3.0,[-16684. -16832. -17566. ...  -5272.  -5174.  -4992.]
subject 0,2022-05-29,3.0,[ -3527.  -3204.  -3177. ... -11936. -11289. -10862.]
subject 0,2022-05-29,3.0,[-10944. -11331. -11437. ... -18124. -17946. -17152.]
subject 0,2022-05-29,3.0,[-18162. -18010. -17707. ... -19831. -20071. -20664.]
subject 0,2022-05-29,3.0,[-18815. -18332. -18107. ... -24442. -24391. -23637.]
subject 0,2022-05-29,3.0,[-15937. -15404. -14551. ...  -7714.  -7307.  -7461.]
subject 0,2022-05-29,3.0,[ -3254.  -3109.  -3469. ... -22930. -22336. -21889.]
subject 0,2022-05-29,3.0,[-21831. -21950. -22158. ... -19332. -18886. -18264.]
subject 0,2022-05-29,3.0,[-18550. -18559. -18667. ... -18541. -18054. -17982.]
subject 0,2022-05-29,3.0,[-18472. -18881. -18826. ... -15838. -16006. -15865.]
subject 0,2022-05-29,3.0,[-15881. -16017. -16021. ... -16478. -16724. -16881.]
subject 0,2022-05-29,3.0,[-18512. -19102. -19394. ...    782.    877.    407.]
subject 0,2022-05-29,3.0,[  1221.   1219.   1404. ... -30815. -30169. -29610.]
subject 0,2022-05-29,3.0,[-25376. -25241. -25811. ... -19169. -18469. -17807.]
subject 0,2022-05-29,3.0,[-20088. -19854. -19878. ...  -4887.  -4201.  -4029.]
subject 0,2022-05-11,3.0,[-14894. -14622. -14356. ... -16064. -16244. -16794.]
subject 0,2022-05-11,3.0,[-14290. -14280. -14570. ... -15446. -15706. -15888.]
subject 0,2022-05-11,3.0,[-16021. -16649. -17778. ... -34801. -34961. -35124.]
subject 0,2022-05-11,3.0,[-18100. -17634. -17978. ... -14774. -14560. -14706.]
subject 0,2022-05-11,3.0,[-14912. -14727. -14294. ... -12556. -12524. -12374.]
subject 0,2022-05-11,3.0,[-14301. -14231. -14412. ... -18342. -18309. -18544.]
subject 0,2022-05-11,3.0,[-14946. -15297. -15384. ... -20944. -21469. -22222.]
subject 0,2022-05-11,3.0,[-16352. -16657. -16386. ... -14319. -14608. -14920.]
subject 0,2022-05-11,3.0,[-12852. -13146. -13301. ... -14644. -15352. -15446.]
subject 0,2022-05-11,3.0,[-15215. -14775. -14712. ... -16668. -16517. -16249.]
subject 0,2022-05-11,3.0,[-14260. -14836. -15027. ... -14905. -15537. -15693.]
subject 0,2022-05-11,3.0,[-16410. -15760. -15862. ... -13800. -13842. -14396.]
subject 0,2022-05-11,3.0,[-16228. -15934. -15452. ... -25189. -24589. -23876.]
subject 0,2022-05-11,3.0,[-20367. -20279. -19976. ... -20100. -19746. -19674.]
subject 0,2022-05-11,3.0,[-17914. -18310. -18466. ... -18573. -18877. -18991.]
subject 0,2022-05-11,3.0,[-18880. -18329. -17880. ... -15895. -15104. -14562.]
subject 0,2022-05-11,3.0,[-14817. -15134. -15649. ... -16971. -16286. -16398.]
subject 0,2022-05-11,3.0,[-16466. -16185. -16217. ... -19615. -19547. -19842.]
subject 0,2022-05-11,3.0,[-17084. -17309. -17609. ... -20363. -20214. -19976.]
subject 0,2022-05-11,3.0,[-18521. -18545. -18281. ... -21166. -20231. -19907.]
subject 0,2022-05-11,3.0,[-18174. -17876. -17531. ... -17094. -16989. -17268.]
subject 0,2022-05-11,3.0,[-15435. -15712. -15776. ... -17766. -18264. -18586.]
subject 0,2022-05-11,3.0,[-16150. -15669. -15663. ... -19249. -18909. -18509.]
subject 0,2022-05-11,3.0,[-19164. -18241. -17620. ... -18265. -17631. -17619.]
subject 0,2022-05-11,3.0,[-15818. -16327. -16502. ... -15240. -15559. -16144.]
subject 0,2022-05-11,3.0,[-16799. -15522. -15461. ... -16664. -15916. -15436.]
subject 0,2022-05-11,3.0,[-16467. -16921. -16936. ... -16481. -16707. -17341.]
subject 0,2022-05-11,3.0,[-14839. -15365. -15778. ... -16414. -16787. -16957.]
subject 0,2022-05-11,3.0,[-15241. -14946. -16521. ... -19661. -18686. -17554.]
subject 0,2022-05-11,3.0,[-15661. -15727. -15669. ... -15456. -16139. -16472.]
subject 0,2022-05-11,3.0,[-18170. -17374. -16371. ... -14815. -14872. -15107.]
subject 0,2022-05-11,3.0,[-14950. -15296. -14954. ... -15843. -15652. -15848.]
subject 0,2022-05-11,3.0,[-18456. -18176. -17981. ... -19424. -19891. -19854.]
subject 0,2022-05-11,3.0,[-16093. -15934. -15902. ... -15907. -15462. -15894.]
subject 0,2022-05-11,3.0,[-16056. -15645. -14857. ... -15243. -15167. -14810.]
subject 0,2022-05-11,3.0,[-15931. -16322. -17136. ... -15874. -16137. -16338.]
subject 0,2022-05-11,3.0,[-13911. -14632. -15512. ... -16229. -16828. -17615.]
subject 0,2022-05-11,3.0,[-17373. -16084. -15426. ... -19497. -19024. -18571.]
subject 0,2022-05-11,3.0,[-17096. -16686. -16482. ... -15216. -14897. -14996.]
subject 0,2022-05-11,3.0,[-15714. -15957. -16373. ... -16655. -17098. -17316.]
subject 0,2022-05-11,3.0,[-15092. -15311. -15629. ... -17172. -17416. -17794.]
subject 0,2022-05-11,3.0,[-16057. -16560. -16851. ... -16002. -16391. -16892.]
subject 0,2022-05-11,3.0,[-14872. -14940. -15428. ... -16999. -17217. -17456.]
subject 0,2022-05-11,3.0,[-19846. -19001. -17871. ... -14858. -14276. -14166.]
subject 0,2022-05-11,3.0,[-14935. -14511. -14424. ... -18983. -17999. -15221.]
subject 0,2022-05-11,3.0,[-16597. -16654. -16746. ... -27084. -27487. -27863.]
subject 0,2022-05-11,3.0,[-18342. -18033. -17506. ... -15458. -15297. -15118.]
subject 0,2022-05-11,3.0,[-16664. -16185. -15569. ... -16332. -16028. -15280.]
subject 0,2022-05-11,3.0,[-15373. -15154. -15406. ... -15136. -15259. -15831.]
subject 0,2022-05-11,3.0,[-15491. -15319. -15282. ... -14746. -14753. -15301.]
subject 0,2022-05-11,3.0,[-15446. -15232. -15327. ... -14864. -14732. -15431.]
subject 0,2022-05-11,3.0,[-16096. -16429. -16506. ... -16706. -16676. -16621.]
subject 0,2022-05-11,3.0,[-15816. -15737. -15733. ... -17393. -16739. -16827.]
subject 0,2022-05-11,3.0,[-16974. -16840. -16814. ... -16808. -16518. -16930.]
subject 0,2022-05-11,3.0,[-17912. -17964. -17629. ... -18979. -19155. -17666.]
subject 0,2022-05-11,3.0,[-15270. -15601. -16081. ... -16125. -16397. -16590.]
subject 0,2022-05-11,3.0,[-15370. -15607. -15745. ... -15583. -16457. -16795.]
subject 0,2022-05-11,3.0,[-18309. -18305. -18370. ... -17609. -17046. -16396.]
subject 0,2022-05-11,3.0,[-17260. -16586. -16094. ... -15196. -15197. -15071.]
subject 0,2022-05-11,3.0,[-17983. -18139. -18194. ... -18051. -18491. -18973.]
subject 0,2022-05-11,3.0,[-16181. -15396. -15127. ... -17769. -16899. -16563.]
subject 0,2022-05-11,3.0,[-19074. -19004. -18947. ... -19146. -18388. -17796.]
subject 0,2022-05-11,3.0,[-18759. -17814. -17113. ... -15812. -15682. -15173.]
subject 0,2022-05-11,3.0,[-17997. -17912. -17226. ... -18692. -18590. -17633.]
subject 0,2022-05-11,3.0,[-16813. -17226. -17546. ... -19319. -19639. -19856.]
subject 0,2022-05-11,3.0,[-16902. -17252. -18002. ... -18974. -19177. -19176.]
subject 0,2022-05-11,3.0,[-18192. -18290. -18152. ... -18792. -18902. -18939.]
subject 0,2022-05-11,3.0,[-15689. -16284. -15591. ... -14586. -14411. -14827.]
subject 0,2022-05-11,3.0,[-15548. -16037. -16722. ... -16051. -16642. -16945.]
subject 0,2022-05-11,3.0,[-17002. -17620. -17177. ... -16602. -16365. -16303.]
subject 0,2022-05-11,3.0,[-18674. -17704. -16985. ... -16501. -16451. -16387.]
subject 0,2022-05-11,3.0,[-17976. -17300. -17370. ... -16249. -15854. -15919.]
subject 0,2022-05-11,3.0,[-18070. -21596. -21656. ... -18002. -17933. -18320.]
subject 0,2022-05-11,3.0,[-18757. -18887. -19314. ... -16599. -16007. -15226.]
subject 0,2022-05-11,3.0,[-15453. -15332. -15607. ... -15859. -16587. -16659.]
subject 0,2022-05-11,3.0,[-16968. -16612. -16396. ... -16144. -15365. -15487.]
subject 0,2022-05-11,3.0,[-17174. -17385. -17779. ... -17094. -17390. -17334.]
subject 0,2022-05-11,3.0,[-16321. -15644. -15479. ... -17950. -17596. -16400.]
subject 0,2022-05-11,3.0,[-17084. -17426. -17311. ... -17759. -17585. -17925.]
subject 0,2022-05-11,3.0,[-15679. -15562. -15437. ... -15285. -15289. -15117.]
subject 0,2022-05-11,3.0,[-14949. -14967. -15130. ... -15799. -16053. -16521.]
subject 0,2022-05-11,3.0,[-16566. -17114. -17864. ... -17589. -18123. -18203.]
subject 0,2022-05-11,3.0,[-17564. -16977. -16696. ... -16277. -16216. -16124.]
subject 0,2022-05-11,3.0,[-16324. -15891. -16476. ... -16346. -17221. -17627.]
subject 0,2022-05-11,3.0,[-17042. -17528. -17806. ... -15614. -15819. -16176.]
subject 0,2022-05-11,3.0,[-17189. -17337. -17892. ... -17701. -17755. -18128.]
subject 0,2022-05-11,3.0,[-16461. -16192. -15967. ... -17146. -16664. -16827.]
subject 0,2022-05-11,3.0,[-16474. -15979. -15984. ... -16681. -16484. -16807.]
subject 0,2022-05-11,3.0,[-15916. -16180. -16357. ... -17042. -16871. -17089.]
subject 0,2022-05-11,3.0,[-16772. -16790. -16681. ... -15389. -15874. -16636.]
subject 0,2022-05-11,3.0,[-16265. -17234. -18298. ... -16024. -16676. -17299.]
subject 0,2022-05-11,3.0,[-18117. -17527. -16985. ... -17051. -16356. -15956.]
subject 0,2022-05-11,3.0,[-19597. -19264. -18454. ... -17137. -17532. -16906.]
subject 0,2022-05-11,3.0,[-21057. -21103. -20879. ... -15996. -15613. -15354.]
subject 0,2022-05-11,3.0,[-16066. -16097. -16281. ... -16337. -16492. -16649.]
subject 0,2022-05-11,3.0,[-17961. -17780. -17248. ... -16988. -16712. -16496.]
subject 0,2022-05-11,3.0,[-18312. -17410. -17298. ... -15547. -15631. -15707.]
subject 0,2022-05-11,3.0,[-15619. -15678. -16054. ... -17613. -17759. -17913.]
subject 0,2022-05-11,3.0,[-15223. -15431. -16071. ... -19157. -18732. -17171.]
subject 0,2022-05-11,3.0,[-17863. -17379. -16831. ... -15620. -15339. -15074.]
subject 0,2022-05-11,3.0,[-15742. -15882. -15933. ... -17382. -17118. -16969.]
subject 0,2022-05-11,3.0,[-16937. -17627. -18017. ... -16301. -17216. -17360.]
subject 0,2022-05-11,3.0,[-17192. -16675. -16214. ... -15414. -15809. -15977.]
subject 0,2022-05-11,3.0,[-16423. -16229. -15649. ... -16781. -16436. -16534.]
subject 0,2022-05-11,3.0,[-17812. -17701. -17934. ... -17296. -17639. -17666.]
subject 0,2022-05-11,3.0,[-19377. -19709. -19799. ... -18037. -17426. -16864.]
subject 0,2022-05-11,3.0,[-15951. -15822. -15781. ... -15906. -15866. -15711.]
subject 0,2022-05-11,3.0,[-15071. -14954. -14918. ... -15992. -16052. -16188.]
subject 0,2022-05-11,3.0,[-16579. -16601. -16653. ... -15623. -15662. -15508.]
subject 0,2022-05-11,3.0,[-15702. -15767. -16349. ... -18134. -18244. -18065.]
subject 0,2022-05-11,3.0,[-17817. -18028. -18117. ... -18031. -18254. -18247.]
subject 0,2022-05-11,3.0,[-18212. -17556. -17141. ... -15723. -15334. -15004.]
subject 0,2022-05-11,3.0,[-16495. -16191. -15946. ... -17706. -17505. -17133.]
subject 0,2022-05-11,3.0,[-19235. -19067. -18777. ... -16872. -16663. -16322.]
subject 0,2022-05-11,3.0,[-18113. -17489. -16910. ... -17892. -17704. -17862.]
subject 0,2022-05-11,3.0,[-22288. -21506. -21147. ... -21446. -18202. -17299.]
subject 0,2022-05-11,3.0,[-19366. -18836. -18087. ... -17384. -16836. -16872.]
subject 0,2022-05-11,3.0,[-17339. -17325. -17968. ... -20061. -19841. -20029.]
subject 0,2022-05-11,3.0,[-18530. -18290. -18491. ... -17844. -17652. -17366.]
subject 0,2022-05-14,3.0,[-26267. -25714. -25535. ... -20054. -20164. -19982.]
subject 0,2022-05-14,3.0,[-19594. -19349. -19391. ... -22682. -23021. -24435.]
subject 0,2022-05-14,3.0,[-18670. -19172. -19804. ... -22836. -22729. -22976.]
subject 0,2022-05-14,3.0,[-24541. -24296. -24209. ... -27167. -26959. -26656.]
subject 0,2022-05-14,3.0,[-26777. -26112. -26001. ... -20347. -20444. -20838.]
subject 0,2022-05-14,3.0,[-21019. -20927. -21394. ... -22827. -22818. -23018.]
subject 0,2022-05-14,3.0,[-23615. -23326. -22810. ... -22351. -21489. -20972.]
subject 0,2022-05-14,3.0,[-22884. -22872. -22541. ... -22984. -23186. -23417.]
subject 0,2022-05-14,3.0,[-22958. -22051. -21632. ... -19770. -19885. -20228.]
subject 0,2022-05-14,3.0,[-20751. -20414. -20166. ... -20006. -20032. -20035.]
subject 0,2022-05-14,3.0,[-21008. -20883. -20734. ... -20806. -19986. -19617.]
subject 0,2022-05-14,3.0,[-21489. -21363. -21243. ... -19279. -20049. -20197.]
subject 0,2022-05-14,3.0,[-20542. -20104. -20139. ... -20270. -20199. -20014.]
subject 0,2022-05-14,3.0,[-20367. -19793. -18977. ... -19211. -18729. -18031.]
subject 0,2022-05-14,3.0,[-21696. -21902. -21537. ... -23161. -23293. -23366.]
subject 0,2022-05-14,3.0,[-23441. -23161. -23293. ... -20106. -20031. -19991.]
subject 0,2022-05-14,3.0,[-22427. -22772. -23236. ... -20501. -20417. -21340.]
subject 0,2022-05-14,3.0,[-22499. -22503. -21562. ... -20097. -19979. -20068.]
subject 0,2022-05-14,3.0,[-19049. -19217. -19438. ... -20383. -19953. -19627.]
subject 0,2022-05-14,3.0,[-19727. -20228. -20202. ... -17102. -17289. -17701.]
subject 0,2022-05-14,3.0,[-19175. -19224. -18974. ... -26846. -26777. -26652.]
subject 0,2022-05-14,3.0,[-27657. -27504. -27092. ... -23284. -23101. -22646.]
subject 0,2022-05-14,3.0,[-21601. -21864. -22570. ... -19897. -19862. -20309.]
subject 0,2022-05-14,3.0,[-22017. -21250. -21266. ... -22534. -22274. -22087.]
subject 0,2022-05-14,3.0,[-21074. -21047. -21157. ... -31587. -32156. -32426.]
subject 0,2022-05-14,3.0,[-32633. -32394. -32327. ... -22588. -22702. -22366.]
subject 0,2022-05-14,3.0,[-23194. -23184. -23162. ... -23062. -23228. -23772.]
subject 0,2022-05-14,3.0,[-19405. -18962. -18652. ... -20855. -20496. -20663.]
subject 0,2022-05-14,3.0,[-18853. -18509. -18395. ... -19626. -19072. -18507.]
subject 0,2022-05-14,3.0,[-20545. -20961. -20575. ... -24470. -27391. -22697.]
subject 0,2022-05-14,3.0,[-20199. -19879. -19949. ... -19917. -20229. -20486.]
subject 0,2022-05-14,3.0,[-20332. -20044. -19764. ... -21578. -24149. -28162.]
subject 0,2022-05-14,3.0,[-20220. -20433. -20743. ... -20090. -20239. -20172.]
subject 0,2022-05-14,3.0,[-19506. -18831. -18612. ... -21276. -20711. -20263.]
subject 0,2022-05-14,3.0,[-21775. -22054. -22629. ... -21417. -21355. -21596.]
subject 0,2022-05-14,3.0,[-19721. -19884. -19747. ... -18973. -19345. -19794.]
subject 0,2022-05-14,3.0,[-18776. -18805. -18699. ... -19493. -20289. -20765.]
subject 0,2022-05-14,3.0,[-22459. -21446. -20655. ... -21482. -20989. -20839.]
subject 0,2022-05-14,3.0,[-23228. -23259. -23006. ... -21159. -20911. -20254.]
subject 0,2022-05-14,3.0,[-20499. -20751. -21610. ... -18631. -18656. -19295.]
subject 0,2022-05-14,3.0,[-19447. -19259. -19531. ... -20981. -20134. -19865.]
subject 0,2022-05-14,3.0,[-20961. -21604. -22512. ... -20976. -20882. -21451.]
subject 0,2022-05-14,3.0,[-22007. -21474. -20858. ... -18766. -18452. -18655.]
subject 0,2022-05-14,3.0,[-21100. -20669. -19910. ... -21680. -21111. -20803.]
subject 0,2022-05-14,3.0,[-21237. -21191. -21439. ... -19336. -19327. -19282.]
subject 0,2022-05-14,3.0,[-19457. -18912. -19126. ... -20162. -19632. -19181.]
subject 0,2022-05-14,3.0,[-21191. -20727. -20412. ... -24437. -24149. -23878.]
subject 0,2022-05-14,3.0,[-26603. -25675. -25122. ... -22489. -21992. -20932.]
subject 0,2022-05-14,3.0,[-21622. -21448. -21154. ... -23171. -23131. -22609.]
subject 0,2022-05-14,3.0,[-21131. -21552. -22107. ... -25891. -22944. -21119.]
subject 0,2022-05-14,3.0,[-20133. -20459. -20841. ... -19741. -20064. -20233.]
subject 0,2022-05-14,3.0,[-19552. -19657. -20519. ... -25757. -25934. -26104.]
subject 0,2022-05-14,3.0,[-27798. -27814. -27894. ... -16976. -16922. -16805.]
subject 0,2022-05-14,3.0,[-20300. -20434. -20105. ... -21464. -21935. -21711.]
subject 0,2022-05-14,3.0,[-22466. -22223. -22523. ... -17611. -18372. -19714.]
subject 0,2022-05-14,3.0,[-15366. -15357. -14811. ... -21684. -21814. -21874.]
subject 0,2022-05-14,3.0,[-22208. -22958. -23720. ... -19001. -19532. -19711.]
subject 0,2022-05-14,3.0,[-17082. -16986. -17038. ... -19066. -19017. -18887.]
subject 0,2022-05-14,3.0,[-20434. -19471. -19417. ... -22352. -21194. -20571.]
subject 0,2022-05-14,3.0,[-20860. -20581. -20525. ... -37048. -36779. -36965.]
subject 0,2022-05-14,3.0,[-31017. -31593. -31142. ... -15861. -16402. -17053.]
subject 0,2022-05-14,3.0,[-16319. -17155. -18121. ... -18145. -19061. -19292.]
subject 0,2022-05-14,3.0,[-17119. -17232. -17408. ... -17934. -17963. -17889.]
subject 0,2022-05-14,3.0,[-18845. -18677. -18210. ... -16964. -17114. -16789.]
subject 0,2022-05-14,3.0,[-16716. -17050. -17376. ... -19619. -20420. -20892.]
subject 0,2022-05-14,3.0,[-20468. -19807. -18743. ... -22039. -21970. -21321.]
subject 0,2022-05-14,3.0,[-23729. -24965. -21843. ... -22472. -22116. -21006.]
subject 0,2022-05-14,3.0,[-20290. -20294. -20314. ... -21272. -20920. -20688.]
subject 0,2022-05-14,3.0,[-20455. -20426. -20517. ... -29990. -30380. -31022.]
subject 0,2022-05-14,3.0,[-32846. -32884. -32954. ... -23307. -23581. -23661.]
subject 0,2022-05-14,3.0,[-20543. -20041. -19699. ... -21060. -20784. -21062.]
subject 0,2022-05-14,3.0,[-19800. -19187. -19114. ... -20357. -20228. -19612.]
subject 0,2022-05-14,3.0,[-18707. -18814. -19232. ... -19194. -18974. -19326.]
subject 0,2022-05-14,3.0,[-20562. -19752. -18990. ... -22707. -21943. -21285.]
subject 0,2022-05-14,3.0,[-20142. -20752. -20932. ... -21764. -22374. -22726.]
subject 0,2022-05-14,3.0,[-20916. -20519. -20276. ... -21865. -22033. -22177.]
subject 0,2022-05-14,3.0,[-21630. -21764. -21823. ... -25596. -25859. -26370.]
subject 0,2022-05-14,3.0,[-26763. -26705. -26742. ... -20006. -20484. -21136.]
subject 0,2022-05-14,3.0,[-23151. -22866. -21461. ... -28634. -28074. -27809.]
subject 0,2022-05-14,3.0,[-26975. -27824. -28170. ... -23269. -22767. -23211.]
subject 0,2022-05-14,3.0,[-20910. -20166. -20016. ... -21206. -21141. -21470.]
subject 0,2022-05-14,3.0,[-21544. -21431. -20656. ... -49604. -48822. -47859.]
subject 0,2022-05-14,3.0,[-38006. -37526. -37851. ... -30764. -31149. -31814.]
subject 3,2022-05-23,5.0,[-9404. -9306. -9349. ...  2348.  2297.  1881.]
subject 3,2022-05-23,5.0,[ 3399.  3104.  2684. ... -4672. -5084. -5667.]
subject 3,2022-05-23,5.0,[-6163. -5895. -5926. ... -9508. -9773. -9727.]
subject 3,2022-05-23,5.0,[ -9302.  -9204.  -9151. ... -18587. -18811. -19189.]
subject 3,2022-05-23,5.0,[-19256. -18793. -18836. ... -19652. -20169. -20844.]
subject 3,2022-05-23,5.0,[-21125. -21361. -21890. ... -23009. -23052. -23589.]
subject 3,2022-05-23,5.0,[-22260. -23134. -23820. ... -16282. -16666. -17151.]
subject 3,2022-05-23,5.0,[-15908. -15857. -16214. ... -17874. -17295. -17131.]
subject 3,2022-05-23,5.0,[-19726. -20272. -21349. ... -18737. -19175. -19546.]
